stock_name,issue_date
샘씨엔에스,2021-05-20
상신브레이크,2004-10-27
GS리테일,2011-12-23
TIGER 차이나클린에너지SOLACTIVE,2021-08-10
에너토크,2006-02-01
미래컴퍼니,2005-01-04
나노엔텍,2000-08-16
엠벤처투자,1989-03-14
KT,1998-12-23
HANARO Fn K-뉴딜디지털플러스,2020-11-10
동일제강,2015-09-24
원풍물산,1997-07-18
한익스프레스,1989-07-25
한창산업,2005-02-01
코셈,2024-02-23
RISE 내수주플러스,2019-06-20
TIGER 미국S&P500배당귀족,2022-05-17
피에스케이,2019-05-10
KODEX 일본부동산리츠(H),2020-05-13
폴라리스오피스,2005-10-28
삼성생명,2010-05-12
KBSTAR 23-11 회사채(AA-이상)액티브,2022-11-22
정원엔시스,2000-09-07
삼진,1997-07-14
화인베스틸,2014-07-22
바이오노트,2022-12-22
이랜텍,2002-05-09
KCC,1973-06-25
신세계 I&C,2006-05-18
이크레더블,2008-10-24
사조산업,1989-07-25
자이글,2016-09-06
에스에이티,2006-11-28
미투온,2016-10-10
휴비츠,2003-10-31
KCI,2001-01-03
잇츠한불,2015-12-28
하이트진로홀딩스,1973-09-19
웰크론,2003-07-29
이녹스첨단소재,2017-07-10
아주스틸,2021-08-20
메드팩토,2019-12-19
디와이피엔에프,2009-12-22
TCC스틸,1984-12-21
후성,2006-12-22
삼성중공업,1994-01-28
유일에너테크,2021-02-25
코난테크놀로지,2022-07-07
SNT모티브,2002-03-11
아이앤씨,2009-10-06
KOSEF SK그룹대표주,2022-12-23
이즈미디어,2017-07-26
THE E&M,2006-10-10
케이프,2007-05-29
HK이노엔,2021-08-09
아주IB투자,2018-11-21
제이엘케이,2019-12-11
해성디에스,2016-06-24
한국앤컴퍼니,1968-12-27
모델솔루션,2022-10-07
벽산,1972-01-04
크레오에스지,2002-01-10
HB솔루션,2020-06-22
VITA 밸류알파액티브,2023-02-21
DS단석,2023-12-22
이지홀딩스,1999-11-23
에코프로,2007-07-20
제닉,2011-08-03
SJM,2010-05-31
블루엠텍,2023-12-13
메타바이오메드,2008-04-15
동일산업,2005-06-30
이노시스,2015-11-12
화천기공,1999-11-18
케이씨텍,2017-12-05
젠큐릭스,2020-06-25
애닉,2018-12-03
세경하이테크,2019-07-30
협진,2013-11-08
오픈베이스,2001-01-09
한국코퍼레이션,2005-12-12
세운메디칼,2008-09-30
텔콘RF제약,2014-11-24
영풍정밀,1999-12-28
혜인,1988-09-20
삼진엘앤디,2004-02-06
한국맥널티,2015-12-23
파라다이스,2024-06-24
삼영전자,1976-12-28
이오테크닉스,2000-08-24
한섬,1996-07-03
한울소재과학,2008-02-01
한올바이오파마,1989-12-18
동방,1988-08-10
경동제약,1992-12-18
코다코,2000-12-26
다산솔루에타,2013-12-27
ACE 스마트로우볼,2019-04-16
이수스페셜티케미컬,2023-05-31
현대공업,2013-12-04
대성하이텍,2022-08-22
오브젠,2023-01-30
맥쿼리인프라,2006-03-15
푸드나무,2018-10-04
오상자이엘,2002-04-09
현대이지웰,2013-12-27
지아이이노베이션,2023-03-30
모베이스,2010-02-04
ACE 미국반도체15%프리미엄분배(합성),2024-04-23
PLUS 신흥국MSCI인버스(합성 H),2020-12-16
노바텍,2018-11-02
신시웨이,2023-11-03
고스트스튜디오,2020-08-18
LS증권,2007-02-21
디앤디파마텍,2024-05-02
하이록코리아,1989-12-15
비츠로테크,2000-08-03
서한,1994-05-24
빅텍,2003-02-05
RISE IT플러스,2019-06-20
극동유화,1991-01-31
한솔테크닉스,1988-07-06
오리엔트정공,2002-09-19
엔비티,2021-01-21
LIG넥스원,2015-10-02
솔고바이오,2000-08-08
나노신소재,2011-02-09
동원금속,1995-11-10
CS홀딩스,1975-12-22
모트렉스,2017-08-04
KC코트렐,2010-01-29
위더스제약,2020-07-03
텔레칩스,2004-12-10
피제이전자,1993-12-07
CJ 바이오사이언스,2019-12-26
에어부산,2018-12-27
우진아이엔에스,2018-09-14
마스턴프리미어리츠,2022-05-31
우신시스템,2002-05-28
덱스터,2015-12-22
모두투어,2005-07-26
라이온켐텍,2013-11-19
영보화학,1997-08-27
네오리진,2007-04-16
감성코퍼레이션,2000-01-11
KODEX 200ESG,2019-11-14
에이치케이,2000-09-07
SK오션플랜트,2023-04-19
KTis,2010-12-17
동국홀딩스,1988-05-09
RISE 미국30년국채엔화노출(합성 H),2023-12-27
제주은행,1972-12-28
포스코스틸리온,2002-08-16
대덕,1989-01-26
태영건설,1989-11-13
네오팜,2007-01-30
SOL 미국S&P500ESG,2021-09-14
아바텍,2012-11-06
미래에셋맵스리츠,2020-08-05
KOSEF 미국S&P500(H),2022-12-20
BYC,1975-06-02
윈팩,2013-03-07
롯데리츠,2019-10-30
노랑풍선,2019-01-30
오뚜기,1994-08-12
대한제강,2005-10-31
삼성화재,1975-06-30
세영디앤씨,2001-06-21
동양생명,2009-10-08
우리엔터프라이즈,1999-12-16
호전실업,2017-02-02
ITX-AI,2009-12-22
골든센츄리,2016-10-19
라파스,2019-11-11
OCI,2023-05-30
삼성출판사,2002-08-05
KS인더스트리,2009-11-06
리가켐바이오,2013-05-10
현대차증권,1990-06-09
웅진,1994-11-05
제일약품,2017-07-17
ACE 미국배당다우존스,2021-10-21
에이프로,2020-07-16
새빗켐,2022-08-04
SOL AI반도체소부장,2023-04-25
신일제약,1999-08-13
신화인터텍,2001-12-13
파워넷,2018-06-07
RISE 삼성그룹Top3채권혼합,2022-11-29
네오오토,2015-11-18
삼화전기,1986-11-24
HLB바이오스텝,2019-11-27
하이즈항공,2015-11-25
한미약품,2010-07-30
진양산업,1973-06-26
퀀타매트릭스,2020-12-09
HANARO Fn K-푸드,2022-08-17
RISE 미국30년국채커버드콜(합성),2023-12-14
코콤,1997-09-30
바른손,1994-03-18
SUN&L,1976-05-22
나이스정보통신,2000-05-03
아이티엠반도체,2019-11-07
조아제약,1999-08-13
HANARO KAP초장기국고채,2020-01-16
한탑,1995-07-07
히어로즈 24-09 회사채(AA-이상)액티브,2023-08-17
신세계인터내셔날,2011-07-14
문배철강,1994-11-05
삼성E&A,1996-12-24
BGF에코머티리얼즈,2010-11-12
맥스트,2021-07-27
파마리서치,2015-07-24
라이프시맨틱스,2021-03-23
원익,1997-07-18
삼일,1997-03-15
엔젠바이오,2020-12-10
삼기이브이,2023-02-03
한국전자금융,2006-07-14
바이넥스,2001-08-07
신세계푸드,2010-04-29
파로스아이바이오,2023-07-27
RISE 금융채액티브,2019-10-29
이에이트,2024-02-23
폴루스바이오팜,1988-10-24
디티앤씨알오,2022-11-11
엑스페릭스,2019-08-01
TJ미디어,1997-04-16
에스앤에스텍,2009-04-14
크레버스,2008-06-27
이지트로닉스,2022-02-04
일진다이아,2004-12-22
황금에스티,2009-10-29
SKC,1997-07-18
파라텍,1997-12-26
형지I&C,2004-07-02
HB테크놀러지,2004-12-08
탑머티리얼,2022-10-18
윙입푸드,2018-11-30
링네트,2002-01-10
에스씨디,2000-07-13
누리플랜,2010-10-26
수성웹툰,2005-12-16
이노시뮬레이션,2023-07-06
와이솔,2010-09-10
코리아오토글라스,2015-12-29
헥토이노베이션,2015-06-30
YTN,2001-09-04
퍼시스,1996-12-24
엔케이,2008-01-24
예스티,2015-12-16
이지스밸류리츠,2020-07-16
DB,1993-01-06
에이프로젠,1995-07-08
KB금융,2008-10-10
KODEX 차이나메타버스액티브,2022-05-17
오로스테크놀로지,2021-02-24
한미사이언스,1988-06-20
KODEX Fn Top10동일가중,2021-07-30
유니셈,1999-12-10
베셀,2015-06-19
드림텍,1990-01-01
KODEX 탄소효율그린뉴딜,2021-02-05
슈어소프트테크,2023-04-28
유진테크놀로지,2023-11-02
에이직랜드,2023-11-13
서울바이오시스,2020-03-06
아이큐어,2018-07-12
이연제약,2010-06-10
앱코,2020-12-02
동구바이오제약,2018-02-13
아모센스,2021-06-25
SK디스커버리,1976-06-29
한전기술,2009-12-14
상신전자,2017-10-16
마음AI,2021-11-23
HANARO Fn K-게임,2021-07-30
모아데이타,2022-03-10
KODEX KRX기후변화솔루션,2021-10-29
한양증권,1988-03-04
동국S&C,2009-08-31
디에스케이,2009-09-23
인터엠,1996-01-03
더네이쳐홀딩스,2020-07-27
서플러스글로벌,2017-01-25
태광산업,1975-12-27
오공,2000-08-10
한국전자인증,2010-11-19
KX하이텍,2005-01-18
코아스템켐온,2015-06-26
코스맥스엔비티,2015-12-16
슈펙스비앤피,2002-02-05
유안타증권,1988-01-21
오리온,2017-07-07
이엠앤아이,2008-09-18
롯데관광개발,2006-06-08
에넥스,1995-07-08
광동제약,1989-11-17
한국큐빅,2003-01-24
삼일제약,1985-05-29
PLUS 글로벌HBM반도체,2022-09-22
세아제강지주,1969-05-13
두산밥캣,2016-11-18
금화피에스시,2000-12-26
경남제약,2001-11-06
위드텍,2020-10-30
하이스틸,2003-02-17
SK이터닉스,2024-03-29
일양약품,1974-08-28
오리엔트바이오,1976-12-28
고바이오랩,2020-11-18
퍼스텍,1989-05-10
에이치피오,2021-05-14
대원전선,1988-05-04
유틸렉스,2018-12-24
한국내화,2000-10-16
씨앤지하이테크,2018-01-25
TIGER 은행고배당플러스TOP10,2023-10-17
GS건설,1981-08-03
SNK,2019-05-07
PLUS ESG성장주액티브,2021-07-30
한진중공업홀딩스,1956-03-03
에코프로에이치엔,2021-05-28
잉글우드랩,2016-10-14
토니모리,2015-07-10
유비벨록스,2010-06-18
네오셈,2018-04-04
비엠티,2007-11-02
박셀바이오,2020-09-22
삼륭물산,1992-12-29
KCC글라스,2020-01-21
바이오솔루션,2018-08-20
한국알콜,1992-08-04
삼성SDI,1979-02-27
RISE 25-11 회사채(AA-이상)액티브,2022-11-22
뉴보텍,2002-02-05
센서뷰,2023-07-19
한일홀딩스,1969-11-20
파인엠텍,2022-10-07
FSN,2015-03-25
ACE Fn5G플러스,2021-04-02
DGB금융지주,2011-06-07
아스플로,2021-10-07
TIGER 2차전지소재Fn,2023-07-13
유니온커뮤니티,2016-12-07
대륙제관,1994-12-29
원티드랩,2021-08-11
신한지주,2001-09-10
GH신소재,2013-08-02
NH올원리츠,2021-11-18
퀀텀온,2018-11-15
서산,2005-01-21
FOCUS 혁신기업액티브,2021-09-30
넥센타이어,1976-05-19
PLUS 미국대체투자Top10,2022-05-11
대유에이텍,1977-02-18
오픈놀,2023-06-30
압타머사이언스,2020-09-16
알피바이오,2022-09-29
케이피엠테크,2003-01-07
휴림로봇,2006-12-05
인피니트헬스케어,2010-05-26
TIGER 글로벌BBIG액티브,2021-05-25
아시아종묘,2018-02-12
SH에너지화학,1985-12-23
TIGER 미국나스닥100TR채권혼합Fn,2022-07-06
아이엠티,2023-10-10
KODEX 미국반도체MV,2021-06-30
KODEX 차이나항셍테크,2020-12-16
SPC삼립,1975-05-02
육일씨엔에쓰,2015-12-24
ACE 24-12 회사채(AA-이상)액티브,2022-11-22
톱텍,2009-09-15
두산로보틱스,2023-10-05
씨티알모빌리티,2019-11-25
엠에스오토텍,2010-08-06
원익머트리얼즈,2011-12-28
일진전기,2008-08-01
자화전자,1999-01-06
일진디스플,2002-01-09
인콘,2005-12-27
까뮤이앤씨,1989-11-30
삼현,2024-03-21
SK스퀘어,2021-11-29
SGC E&C,1999-12-28
TIGER KEDI혁신기업ESG30,2022-02-08
SK아이이테크놀로지,2021-05-11
미스터블루,2014-12-12
KODEX 미국배당프리미엄액티브,2022-09-27
롯데지주,1974-02-16
CJ CGV,2004-12-24
신풍,1976-06-30
라온피플,2019-10-18
풀무원,1995-10-05
레몬,2020-02-28
TPC,2001-01-16
율촌,2023-09-08
덕산테코피아,2019-08-02
하이비젼시스템,2010-09-10
아시아나IDT,2018-11-23
태웅,2001-11-08
아난티,1996-01-06
한국유니온제약,2018-07-26
서연이화,2014-08-08
샘표식품,2016-08-09
래몽래인,2021-12-30
인선이엔티,2002-06-14
제노코,2021-03-24
넥스틴,2020-10-08
카스,1990-01-04
제이에스티나,1999-12-21
동양이엔피,2005-02-01
에스트래픽,2017-12-05
KH 미래물산,2010-11-05
BNK금융지주,2011-03-30
태림포장,1988-12-20
제주항공,2015-11-06
우양,2019-11-20
듀오백,2004-02-06
ACE 미국500 15%프리미엄분배(합성),2024-04-23
핸즈코퍼레이션,2016-12-02
엠케이전자,1997-11-10
한창제지,1987-12-23
KoAct 배당성장액티브,2024-02-27
태원물산,1975-06-24
에코아이,2023-11-21
시큐브,2011-12-21
에이에프더블류,2019-07-01
위니아,2016-07-14
KBG,2019-08-01
진영,2023-06-01
파이오링크,2013-08-01
SGC에너지,1993-01-06
이큐셀,2015-06-26
드림시큐리티,2014-10-13
HLB생명과학,2008-11-25
이수앱지스,2009-02-03
도화엔지니어링,2010-08-12
프로텍,2001-08-17
SK케미칼,2018-01-05
한화오션,2001-02-02
KODEX 미국서학개미,2023-12-27
테고사이언스,2014-11-06
테라사이언스,2004-01-06
아나패스,2010-11-05
HLB테라퓨틱스,2010-03-26
인터파크,2014-02-06
HANARO 미국S&P500,2022-06-08
휴온스,2016-06-03
캐리소프트,2019-10-29
페이퍼코리아,1976-06-26
코메론,2001-01-16
대한뉴팜,2002-02-26
SM Life Design,2002-05-30
히어로즈 글로벌리츠이지스액티브,2022-07-29
KBI메탈,1994-12-29
한일사료,1994-11-07
HDC현대산업개발,2018-06-12
유진기업,1994-10-07
TIGER 미국캐시카우100,2023-09-19
HANARO 미국애그테크,2023-11-28
원림,1990-04-20
KODEX 한국부동산리츠인프라,2024-03-05
한신기계,1987-07-24
시너지이노베이션,2004-08-13
비케이홀딩스,2004-06-29
미원화학,2011-02-15
LB세미콘,2011-01-31
KODEX K-미래차액티브,2021-05-25
고려아연,1990-07-28
비트나인,2021-11-10
KODEX 미국S&P500금융,2023-03-21
동원F&B,2000-11-23
대호에이엘,2002-11-11
대우부품,1989-08-25
대상홀딩스,2005-08-17
KODEX 200 중소형,2015-09-01
제이아이테크,2022-11-04
SK가스,1997-08-27
코스나인,2005-10-05
대원,2017-12-01
JW생명과학,2016-10-27
키다리스튜디오,1996-07-03
스카이라이프,2011-06-03
다날,2004-07-23
KODEX 미국S&P500커뮤니케이션,2023-08-01
유니켐,1989-12-14
대동금속,1993-07-30
에스피시스템스,2019-08-14
로지시스,2015-07-29
동양,1976-06-25
로보로보,2015-04-22
케이엠더블유,2000-03-21
피씨엘,2017-02-23
한진,1974-08-12
성일하이텍,2022-07-28
에스에이엠티,2000-05-23
다산네트웍스,2000-06-22
RISE 메타버스,2021-10-13
한국정보공학,2000-07-06
솔트웨어,2019-08-20
디젠스,2012-11-22
시큐레터,2023-08-24
올릭스,2018-07-18
KoAct 바이오헬스케어액티브,2023-08-03
인트론바이오,2011-01-26
부산산업,1990-09-14
인지디스플레,1999-12-14
JTC,2018-04-06
대화제약,2003-02-14
네오크레마,2019-08-22
KOSEF 차이나A50커넥트MSCI,2022-09-20
동양에스텍,2002-02-05
삼진제약,1988-06-18
성광벤드,2001-01-11
소니드,2002-06-25
인바이오,2020-12-11
서울가스,1995-08-18
제일기획,1998-03-03
와토스코리아,2005-11-15
에코마케팅,2016-08-08
플라즈맵,2022-10-21
오로라,2001-01-03
RISE 미국반도체NYSE(H),2023-10-24
종근당바이오,2001-12-11
동운아나텍,2015-06-30
KINDEX Fn K-뉴딜디지털플러스,2020-11-10
동양파일,2016-04-06
케이엔솔,2020-09-24
아스트,2014-12-24
코아스,2005-08-04
유니드비티플러스,2022-11-28
샤페론,2022-10-19
인탑스,2002-02-21
피피아이,2019-12-26
SG세계물산,1976-04-19
제이씨현시스템,1997-11-10
경남제약헬스케어,2015-12-24
글로본,1992-06-04
아이컴포넌트,2008-12-16
티엘아이,2006-07-25
이월드,2005-07-26
인팩,2004-09-21
동일고무벨트,2012-10-19
애드바이오텍,2022-01-24
모아텍,1997-10-13
대덕전자,2020-05-21
TIGER 글로벌리튬&2차전지SOLACTIVE(합성),2021-07-20
코미코,2017-03-23
JW중외제약,1976-06-14
메타랩스,2006-12-26
NHN벅스,2009-10-06
한글과컴퓨터,1996-09-24
남화산업,2018-11-29
아미코젠,2013-09-12
방림,1989-05-30
DL건설,1977-12-22
로체시스템즈,2003-11-14
대한광통신,1994-11-07
코람코라이프인프라리츠,2020-08-31
SK,2009-11-11
라닉스,2019-09-18
현대로템,2013-10-30
씨유테크,2021-10-08
삼성공조,1987-11-28
밀리의서재,2023-09-27
나라엠앤디,2001-06-12
RISE 200위클리커버드콜,2024-03-05
코엔텍,2004-06-18
세중,2000-06-09
동양고속,2005-07-25
알에스오토메이션,2017-08-11
대창스틸,2014-12-05
주연테크,2006-11-15
무림P&P,1989-06-20
교보증권,2002-07-18
부방,1994-02-25
EDGC,2018-06-26
뉴로메카,2022-11-04
파워로직스,2003-07-25
갤럭시아에스엠,1989-11-14
대한전선,1968-12-27
KG에코솔루션,2013-07-24
케이피에프,1994-12-29
이수페타시스,2003-10-07
우림피티에스,2009-04-28
국순당,2000-08-24
리드코프,1996-01-19
삼목에스폼,1996-05-03
명문제약,2008-07-10
위지윅스튜디오,2018-12-20
iMBC,2005-01-21
비에이치,2023-06-20
빛과전자,2004-02-13
케이사인,2014-04-28
코센,1990-07-27
대성산업,2010-07-30
넷마블,2017-05-12
티웨이항공,2018-08-01
스틱인베스트먼트,1997-11-25
샌즈랩,2023-02-15
이트론,2008-01-25
태광,1994-09-07
알비더블유,2021-11-22
대웅제약,2002-11-01
셀트리온,2018-02-09
KH바텍,2002-05-21
동아타이어,2017-11-29
알티캐스트,2013-12-06
국보,1989-12-02
현대제철,1987-05-23
엑셈,2014-11-07
락앤락,2010-01-28
피에스텍,1991-01-04
이니텍,2001-11-15
에이프릴바이오,2022-07-28
쎌바이오텍,2002-12-13
TIGER 스페이스테크iSelect,2023-07-25
파인디앤씨,2001-07-26
성문전자,1990-03-24
한화시스템,2019-11-13
제이엔비,2023-11-24
녹십자,1989-08-01
코세스,2006-11-08
코썬바이오,2016-12-09
애경케미칼,2012-09-17
차백신연구소,2021-10-22
위메이드,2009-12-18
큐알티,2022-11-02
KTcs,2010-09-16
커넥트웨이브,2011-01-24
카카오뱅크,2021-08-06
액트로,2018-08-28
KODEX 200,2002-10-14
동원산업,1989-03-07
기산텔레콤,1999-11-18
씨이랩,2021-02-24
유일로보틱스,2022-03-18
슈프리마에이치큐,2008-07-11
이엠텍,2007-05-02
HLB이노베이션,2001-01-18
빛샘전자,2012-03-21
티씨케이,2003-08-18
현대에버다임,2003-11-14
넥스틸,2023-08-21
더라미,1997-07-04
한주라이트메탈,2023-01-19
세우글로벌,1989-09-05
성창기업지주,1976-06-02
웹케시,2019-01-25
코텍,2001-07-10
메이슨캐피탈,1996-09-02
덕산하이메탈,2005-10-14
파크시스템스,2015-12-17
성안,1995-11-10
한국타이어앤테크놀로지,2012-10-04
캠시스,2001-05-17
캡스톤파트너스,2023-11-15
뉴파워프라즈마,2016-11-30
한국정보인증,2014-02-04
홈센타홀딩스,2002-07-11
미래에셋증권,1975-09-30
수산중공업,1991-08-30
제이알글로벌리츠,2020-08-07
엠아이큐브솔루션,2023-08-04
브이엠,2018-08-23
마이티 다이나믹퀀트액티브,2022-10-25
큐라티스,2023-06-15
KODEX 미국클린에너지나스닥,2022-03-22
와이엔텍,2005-12-23
현대바이오,2002-08-08
지오엘리먼트,2021-11-11
넥스트아이,2011-06-14
좋은사람들,1997-11-03
세코닉스,2001-08-09
에스원,1996-01-30
제룡전기,1997-08-18
HL홀딩스,2010-05-19
더코디,2015-12-29
KODEX AI반도체핵심장비,2023-11-21
알서포트,2011-01-05
강원에너지,2009-11-20
넵튠,2015-06-18
파수,2013-10-18
HD현대에너지솔루션,2019-11-19
옵티팜,2018-10-26
전진바이오팜,2018-12-14
세명전기,1991-12-26
에쎈테크,2000-08-29
한국화장품제조,1978-02-06
쌍용차,1975-05-29
해성산업,1999-04-16
엑스큐어,2010-06-09
승일,2001-01-18
제이브이엠,2006-06-07
평화홀딩스,1986-03-31
삼성전자우,1990-01-01
대봉엘에스,2005-12-23
신흥,1991-02-08
비아트론,2012-05-04
서희건설,1999-12-24
엔피케이,2000-10-12
트윔,2021-11-17
씨씨에스,2003-05-30
우정바이오,2015-05-18
에스디시스템,2010-07-16
RISE 25-03 회사채(AA-이상)액티브,2023-08-17
강동씨앤엘,2014-08-13
원텍,2019-12-19
국일제지,2004-10-22
제이오,2023-02-16
케이씨티,2006-12-13
엔씨소프트,2003-05-22
대산F&B,2007-07-18
미래나노텍,2007-10-01
인피니티엔티,1993-04-21
신세계건설,2002-06-17
아즈텍WB,2000-10-26
한국철강,2008-09-29
비비씨,2020-09-21
TIGER 차이나전기차SOLACTIVE,2020-12-08
대동,1975-06-27
CR홀딩스,1978-06-30
아이진,2015-11-16
액토즈소프트,2001-08-14
바이오니아,2005-12-29
컴투스,2007-07-06
메가터치,2023-11-09
럭슬,2000-11-21
인터로조,2010-07-28
에스제이지세종,2002-09-25
현대해상,1989-08-25
위메이드맥스,2009-06-03
바이오스마트,2000-06-22
DH오토웨어,1995-05-22
세방,1977-05-19
디티씨,2002-12-30
TIGER Fn메타버스,2021-10-13
이노진,2023-02-20
신한알파리츠,2018-08-08
장원테크,2016-07-15
미래에셋생명,2015-07-08
오디텍,2007-10-08
아시아나항공,2008-03-28
뉴트리,2018-12-13
CJ ENM,1999-11-23
참엔지니어링,1987-11-12
서전기전,2014-12-24
범양건영,1988-05-25
삼천리,1976-12-23
한국가스공사,1999-12-15
휴먼테크놀로지,2015-09-23
양지사,1996-10-24
화승엔터프라이즈,2016-10-04
유니드,2004-12-03
영원무역,2009-07-30
컨텍,2023-11-09
SCL사이언스,2019-02-01
피에스케이홀딩스,1997-01-07
WOORI 200,2022-12-16
AJ네트웍스,2015-08-21
조일알미늄,1988-11-22
에프엔씨엔터,2014-12-04
진흥기업,1977-06-25
토마토시스템,2023-04-27
ACE 스마트퀄리티,2019-04-16
POSCO홀딩스,1988-06-10
KODEX 미국S&P500(H),2022-12-02
HANARO Fn5G산업,2020-10-29
조광ILI,2001-01-18
티웨이홀딩스,1977-06-30
베뉴지,1993-11-05
세이브존I&C,2002-07-25
대우건설,2001-03-23
한성크린텍,2003-01-17
에이비엘바이오,2018-12-19
덕산네오룩스,2015-02-06
한국특강,1989-11-13
LB루셈,2021-06-11
OCI홀딩스,1985-07-09
윈스,2011-05-02
SK바이오사이언스,2021-03-18
인성정보,1999-07-30
트루엔,2023-05-17
풍국주정,1994-11-23
스포츠서울,2004-01-16
KPX케미칼,1994-12-27
원익IPS,2016-05-02
스톰테크,2023-11-20
이브이첨단소재,2010-12-27
케이씨피드,1995-07-07
마이크로컨텍솔,2008-09-23
아이윈,2006-10-20
현대차,1974-06-28
NICE,2004-02-04
교촌에프앤비,2020-11-12
씨유박스,2023-05-19
와이지-원,1997-08-06
케이아이엔엑스,2011-02-08
신흥에스이씨,2017-09-27
흥아해운,1976-06-29
대성창투,1999-11-30
KISCO홀딩스,1989-11-13
케이엔알시스템,2024-03-07
국동,1996-12-24
샘표,1976-06-29
경농,1977-06-30
펌텍코리아,2019-07-04
KODEX 철강,2009-10-30
이화산업,1994-04-29
매커스,2007-02-12
HD현대마린솔루션,2024-05-08
국도화학,1989-08-05
에스티아이,2002-02-28
티엘비,2020-12-14
유화증권,1987-08-24
푸른소나무,2003-12-29
고려제강,1976-05-25
알엔투테크놀로지,2016-06-22
뉴프렉스,2006-01-17
광진실업,1996-01-03
프럼파스트,2002-01-15
비츠로시스,2001-12-26
레드캡투어,2000-02-01
까스텔바작,2019-06-10
에이티넘인베스트,1991-07-12
일진파워,2007-11-06
한솔아이원스,2013-02-07
루닛,2022-07-21
대보마그네틱,2018-11-06
AP위성,2016-03-04
유엔젤,2003-07-01
SG글로벌,1976-06-29
이엔플러스,2003-12-23
엘앤에프,2024-01-29
강스템바이오텍,2015-12-21
팬스타엔터프라이즈,2002-01-10
